T_i,B_i
40705,99438
76558,41636
66212,92842
4861,75441
60961,44194
62157,33040
59634,9516
56065,99114
48142,40983
19600,88653
1960,82047
36227,25945
86548,5355
32300,83323
78657,81907
50572,65163
39744,11976
73719,3635
36210,55856
19012,37635
61084,76603
67517,3750
71002,84168
55943,82630
66512,66250
26358,53702
90264,48078
96076,93299
60654,26971
8333,94112
65820,75952
57968,91872
45387,75860
56011,47265
37725,77965
12300,5491
63546,44534
15741,13766
42973,68317
58946,43776
57481,60028
59859,79782
21489,3661
71254,29138
48787,72019
71380,85153
10525,44389
60891,32403
12163,78612
13384,37827
86933,35300
94858,61500
50168,41883
62665,5839
74491,76056
56616,40872
6448,56766
80340,53337
5574,29534
27733,51421
1118,21471
61335,98495
87547,61510
91296,24189
45551,3489
42962,57386
34592,26131
81153,38027
61438,16277
10689,54754
43164,79626
91672,17659
43726,65401
18042,23077
96854,99527
40948,64558
68943,22002
86020,55021
44417,86532
40686,84222
19726,65617
74776,35852
71371,59739
6869,30058
31946,14130
36480,69354
81107,47519
92865,77030
95951,93823
20684,3397
72527,70962
79051,98071
63250,16686
25949,60472
48422,42287
48877,31389
21445,892
74734,82291
97542,9954
2067,63823
93581,95267
87843,91121
19634,57133
87272,48198
76476,2400
24926,32193
29713,99626
58598,3938
40643,25024
21945,11830
44304,47854
36422,29539
18736,66537
20519,99706
1020,92217
67857,90092
27004,20141
65676,60408
51912,51568
63667,86700
13731,48463
20099,42176
96091,11262
26886,89058
55755,6786
8659,25744
6009,1107
87909,32357
58710,8692
82600,10211
95502,10313
86832,64839
35181,86254
23505,17254
79500,94226
26770,70476
65962,25228
87656,72284
19083,12343
79977,13033
9272,72318
50841,46682
24506,68142
10305,96448
75165,64855
21861,55180
56725,12596
58861,36505
84225,51932
65572,79874
75899,34686
82429,29492
93143,13332
3772,60114
25834,92702
35414,74088
99011,80107
74633,66281
27497,88050
92446,22860
96806,10409
84161,64558
92485,40915
62083,30728
69433,75991
43687,74216
84314,4787
66205,66105
2400,51174
1375,28101
28358,38142
38671,19573
78705,64431
7005,51091
70298,59540
62765,34486
82056,60327
21264,68100
59823,47759
71543,72842
23591,30835
12161,64803
14815,81702
68404,54896
21230,81569
81580,18046
10725,71365
4158,82019
73104,9639
99505,21806
28395,10483
21010,31802
6089,8583
87435,611
8178,44750
49454,81712
62089,6987
72117,45097
99102,98197
55484,84091
43120,57201
37085,34429
44949,86025
9453,56724
94368,745
69207,72801
31394,26049
65555,31293
417,78639
62922,8651
95566,49133
21316,50283
7224,29702
48886,11859
59602,37489
83642,23741
13744,99620
82882,30155
18625,11063
16195,69796
51447,15622
49099,53877
21684,77943
79879,64474
10655,52134
2402,32431
80400,41930
23404,93390
40789,72302
64568,46315
72394,46373
81355,64420
34921,35213
20913,65446
4310,14328
20645,76533
56921,878
52190,26738
67455,58347
89057,79367
67337,62221
55694,78088
43487,67781
27388,65329
29058,17010
26034,40583
48665,9169
44296,88936
19786,98835
18581,26699
9641,56567
94182,21841
46908,37238
38028,73950
94075,669
59570,86947
66813,11981
80491,5869
40402,77160
67172,41452
40180,56177
61262,32990
78143,98725
32882,4997
48634,33712
83134,75467
27048,78098
15081,62166
96299,27429
87397,67552
71666,96328
91576,59488
45629,62354
37984,29757
15376,28240
65162,37647
91868,54972
3177,13806
12180,18014
26681,25893
89162,95093
13370,2536
41605,11370
686,33737
4172,27738
51098,3901
49249,97983
90917,11880
35663,91620
3750,61327
1118,89645
24813,17117
6696,8989
8832,7853
23265,74972
69490,10310
17589,96904
97150,47885
31509,4333
73080,85237
23440,73678
142,26250
38789,78999
57181,13698
15148,28326
78475,930
71753,81505
6712,58311
59992,16901
21711,79217
46531,49204
98324,20881
72381,16624
71943,12889
24987,59326
5352,49802
6859,33507
24705,76538
98597,41142
86846,37103
5128,2345
29407,29133
22965,3847
2542,20551
65260,982
92999,22206
24369,38932
8746,17070
33475,13772
3318,13587
57914,41778
89601,78541
73193,55738
16962,85871
20559,12263
68306,31071
47410,1635
90370,12414
57618,54546
62789,79179
68434,51786
86024,58696
282,4180
23656,67972
27697,4058
51248,29888
49003,80184
76438,84316
86646,59165
44111,44406
4063,35134
23593,29062
19942,67934
69566,66020
25892,1053
86466,12943
21241,31582
69983,33071
80256,40916
99970,6377
2093,19363
11370,85661
69980,38171
72337,78006
37019,23222
52791,35591
2700,70405
43049,70001
48458,23335
20740,88592
61301,18511
53614,50718
96107,67924
34027,23947
84259,58081
70955,37682
39303,90096
52438,91135
79074,11981
61899,65596
47752,5534
29546,14719
2369,63208
88039,46983
30685,39680
168,33018
81648,92368
27629,92811
60299,11746
99697,53646
62073,29160
87373,31988
83744,39134
82372,24548
89965,29693
67470,10025
20984,58737
37797,55526
72160,18778
46037,44777
54131,10635
24895,210
42662,72411
23502,67192
60126,69883
92364,90417
70,47899
73195,81188
78383,44723
89983,4615
28500,24212
89933,44639
15174,63767
86496,1288
10366,70494
62863,11326
88213,91044
67800,52190
43540,60622
50785,14037
80142,37856
27037,44176
36271,26524
96276,53203
94225,39096
5036,55356
79065,47652
35789,36903
89444,91252
85645,20558
74403,20734
87854,89440
86084,47942
38030,77774
8063,30415
77486,62714
56740,24036
82281,11202
6688,32245
34073,79260
50038,75482
63587,36952
67289,76733
67920,10644
63596,27581
16190,60012
50427,61242
10943,23273
7531,69927
761,34770
84678,69190
29375,41891
5537,71313
3158,81377
6243,77421
38160,65171
72637,82512
8110,18450
14218,77416
17816,39916
39594,26309
87768,84019
6663,44544
8980,59841
88890,77582
93142,30232
73969,75221
282,5905
39858,65812
32386,6190
95493,40585
28027,97505
80157,98449
17851,21380
66922,81283
8435,16810
16873,31357
148,85393
760,7964
37992,61859
10812,21290
87133,49570
70230,80948
8569,55168
23883,45643
97611,30804
32352,61652
5467,88665
15611,61246
52275,19477
11840,59234
16949,98396
3118,45174
14104,28857
7388,96416
44266,96911
917,67472
21592,22525
53469,84886
63056,96429
78789,70177
47842,68207
31452,68839
58856,37813
4281,95698
59458,72501
24141,10833
30804,30460
90538,49355
54417,80763
2716,13338
75275,60668
71487,60477
9183,51570
5047,79148
93532,9587
62691,26869
13801,65511
27270,89701
74781,5171
50495,9218
13727,63957
41733,60479
85334,45410
81575,17759
54386,54625
5282,82319
94557,53951
14875,24730
8732,24332
73814,72436
66795,79533
79070,18610
52971,98028
10881,93239
23136,32888
84007,77089
47612,36270
15767,46800
28309,78531
70215,34739
32388,30822
22123,61285
24833,52722
27752,32761
16491,3844
9842,8115
60910,26865
17561,59622
7281,80819
20262,79824
56703,17137
25324,80144
29582,62332
64044,20461
66883,64200
37366,27927
95501,58307
22561,84282
68197,89083
53274,45340
31233,51516
72541,93147
53264,13861
11668,94354
72392,70832
15832,43365
18749,63616
3220,42723
73008,34868
99247,19147
89433,25701
74976,86607
15573,66007
90248,31266
8321,11803
52630,1047
32331,83258
70305,26581
81766,75629
14563,6749
74709,29747
80222,32833
87228,54686
69112,23847
72538,48830
53718,10815
17092,55918
18304,22630
66471,20061
82832,7057
58856,6578
13918,26153
64880,11073
16784,44249
19359,4047
85578,72483
61420,84114
94608,97629
85315,50627
10738,95666
42693,82544
61195,82250
22687,97017
87375,86226
62753,98490
7198,25140
97163,47745
91624,38638
86618,11942
68411,62160
63847,52164
52066,12965
20163,90086
44954,55984
18307,89202
11938,27872
7177,44738
54770,55695
82754,76189
12230,49213
64668,7262
77437,17550
99459,63565
87629,21070
32606,5107
11980,75531
67805,72840
8253,79108
30281,23139
80232,27020
95785,23554
26402,48550
42277,24107
4564,36171
57307,88690
80799,61073
53079,89687
46155,97741
67070,49022
40914,55129
41682,65383
80621,58487
2383,50094
13879,5037
84214,93941
52323,73616
7156,48414
43281,69033
8945,35419
7416,3794
80514,16306
67403,85110
57739,12530
95846,93221
7055,40101
11514,86599
94786,91659
51021,21840
21051,33527
62389,68534
23785,81362
17717,99783
77037,81506
76037,60448
39427,42922
73517,98841
36657,38262
62844,94082
49434,90404
10814,55532
50226,33098
3380,47235
8959,43986
39311,43186
69562,86538
94994,99309
74880,4004
31289,15718
50040,33064
52201,74747
93335,27130
48255,53758
9519,11264
38424,33910
37534,99408
26506,10651
12870,24167
79080,76729
59900,57996
63762,79041
59859,63003
35678,76377
6800,3103
99056,65445
64444,19848
65253,77555
97060,24514
39602,72581
77892,57722
3203,73862
56100,70803
78518,68155
73452,162
87640,12638
78862,44613
56086,58634
42117,51313
1297,57563
93929,84238
42298,24313
87429,90864
20302,78211
79102,79812
69848,72162
61474,11990
66479,89921
10325,87925
35764,272
39986,22491
89528,22235
31665,64886
84674,78801
42886,73020
36903,39909
38067,86294
86504,68337
57840,94684
15184,86930
27335,9686
28298,7853
82890,72095
41315,66386
25469,11503
72221,50240
42137,30079
38314,6744
63085,31320
58237,89979
61171,85365
82731,33841
75206,42868
36700,45780
31755,72482
9004,92863
76858,39307
64771,63851
71358,51480
21350,64876
56354,54516
90439,82901
97222,76693
96785,29843
77366,43574
97891,32102
68156,41163
50029,6165
46775,25304
48375,98544
10424,8501
26994,60345
96836,83496
8751,12670
62015,68433
16329,59138
70972,55954
69445,40910
20602,38869
70088,26618
83329,31419
55122,25226
52685,12684
54536,47682
57750,99921
45599,99625
4977,93213
40139,53188
72960,15851
66869,92088
58226,71826
65473,42082
82944,58229
50646,55109
21567,38075
24544,90427
37158,91507
4272,80708
96427,2503
8024,34106
98533,29353
53211,39980
12798,54302
16486,43503
91174,93582
61479,86930
27184,93974
64005,86135
60198,54326
45478,72956
65065,48931
6834,21577
41849,60132
65411,93591
25765,40627
84019,25381
28599,6494
16645,96861
8693,63395
621,31400
75842,11149
62604,97233
51727,47194
57301,14447
11021,78454
70413,64805
6523,65080
47030,45451
17287,70408
76607,59688
70287,56898
18102,47965
57137,70949
93453,76224
87929,52071
5761,87233
25730,24721
57513,36769
60068,65708
23052,80532
95950,78313
42726,71019
53620,53363
65930,75140
44577,41412
96044,75436
27690,56247
56643,73135
65628,65063
98991,42795
83068,40265
89168,49318
68656,58824
82183,37335
30251,85200
59029,41919
41334,33391
86777,26614
88445,20573
65474,19894
80543,4627
93312,70335
22447,32220
1513,79145
71279,89666
88384,44001
63327,73903
55311,44781
29704,65293
3992,46533
51503,60462
79334,74857
26919,11202
71914,42185
90132,54587
97144,69620
13522,89015
60137,60797
88152,61497
84736,64218
5608,70594
46429,73293
3302,6787
83451,41476
50686,63371
57985,40267
15118,50779
26052,99448
28776,29634
74002,47175
86562,54157
46098,61817
30579,38905
29253,51414
68309,77959
23507,23948
55100,15136
29455,36119
35581,17699
31120,3018
12180,21451
1109,30942
6075,16549
87368,61184
71542,93134
94117,78052
95966,61467
91998,41494
41829,72657
24124,42658
13379,14003
1017,31221
53871,12408
90735,58657
6438,40648
15630,5438
78418,58669
65293,76920
9860,20605
2659,51651
24796,97072
61071,7010
14336,17264
18913,72395
88363,82147
1451,69225
68513,83894
31106,86421
68349,51966
94368,98102
14315,30607
38114,38693
41546,51689
86756,38367
98121,3027
94823,82969
47050,69596
58563,58291
82609,8229
8681,15371
98662,32837
24356,4135
9893,26957
79394,28998
99177,7633
62949,33835
30437,52634
76462,52265
27699,35436
16515,78904
52328,4902
74467,12271
67634,69153
33987,94521
62503,79270
46175,19494
36761,26597
53965,75140
27233,54404
24742,52773
58615,28983
27139,19758
3973,56122
56828,39782
58788,2035
50372,16549
7539,78473
69438,31442
15925,80117
73621,65564
966,28807
22101,19138
36531,51139
35610,19408
90770,28384
66244,75255
97,56709
81142,73556
83571,8089
34342,19206
55192,79207
65728,55928
62207,87446
2572,33923
22283,92236
800,81311
15821,17856
31640,79463
3798,2639
6124,69341
62445,14432
69788,76401
96011,45750
8793,21293
69339,30765
87920,33122
55772,83946
20403,75176
11800,89251
14896,71463
20245,9617
71177,61921
42775,43689
17696,26451
69522,3371
82324,27867
6529,11685
4328,55067
7254,89094
38769,96060
36860,31935
47492,80322
85663,46182
91917,91121
43693,55903
98083,72417
52188,57112
72819,69991
19629,76272
79619,24578
84320,72855
61707,56719
39830,94943
59092,79848
51844,82587
19780,97273
26273,8784
91476,14012
99774,75627
41976,40206
32313,93449
67580,32176
14654,79738
58697,11813
38911,56254
68443,13842
14209,49339
27148,97250
95124,11638
66991,78262
60586,2882
82102,18549
55131,50480
20694,93026
81341,91354
10496,93945
58862,34782
34163,25047
76505,63581
11784,34304
69671,94462
42539,25627
77810,83935
65917,24603
9961,68600
98862,24618
68591,56433
33164,99933
40386,55625
50009,29680
55674,77653
47983,47729
16229,70655
89066,31973
17132,3973
49037,86514
59536,57214
85537,90869
32932,4973
56142,3687
67628,28899
8410,31983
53893,94490
31688,94176
31217,23957
68275,21640
681,20162
89422,3846
44594,14593
70750,53458
85277,54940
30175,10390
57212,32224
24482,32492
39955,62957
82056,49094
31981,79328
39665,69657
57641,33858
98209,49520
17216,76834
7392,24482
2321,14305
24994,41385
21184,69340
13097,96280
97522,79452
10012,56464
2223,1303
95818,1379
43688,68290
78136,53542
12846,91628
43436,40891
58610,14274
88460,63053
74209,83780
78968,19019
16517,2905
47296,58693
34559,70869
3620,89585
33761,70818
82884,73880
12173,76
99111,84726
75963,95661
26828,9078
54367,37682
10806,58008
4619,92162
59898,4417
80443,90393
81047,87176
51551,3344
62584,84261
67012,14431
92473,10767
55677,39912
24327,80155
72841,37391
63685,75393
83351,2258
56787,57386
18242,17943
97150,28202
10706,94604
45640,89516
44738,35247
10744,8081
40861,87743
63526,59020
87001,81955
5242,99615
47984,94205
9627,77738
22358,35204
46218,93668
20262,74792
51383,11555
91248,96350
55545,28517
42591,77210
96872,74299
24074,19267
23835,51479
69363,45998
63969,46659
55711,83266
36238,92399
4784,61966
5997,89531
28731,25795
15874,51528
7620,74170
36493,95402
3299,54185
61347,94123
68412,37090
60268,56675
11264,11835
2662,49480
45262,9955
29207,6526
96359,92666
69265,87379
18342,36222
991,40858
39601,53162
89807,35201
15624,88254
75457,69793
74818,97197
5068,36003
63690,14682
93017,34371
8111,8812
46373,87319
54792,69852
6367,41725
4535,4235
369,82515
91488,16575
70397,27036
19297,33759
52883,55485
95860,13541
14480,22859
39188,78935
25632,5341
8946,75608
6446,89452
61282,90432
27905,7740
78627,39092
78118,42781
76660,56514
37119,28471
58402,26998
46145,39896
25156,78805
8181,47585
73200,27816
97062,12840
7040,22368
21474,64388
17261,14721
12403,8965
94294,91282
62564,28813
95888,10304
25796,42673
4368,95752
11122,17914
14473,7431
14010,63617
13447,55863
12316,30604
42524,7481
82730,65359
12172,44196
84513,78819
28790,68404
86586,80404
89529,10920
15730,34630
66475,17880
49314,69672
89056,19127
74211,43244
12330,70832
87017,14611
13678,92305
54736,47169
14846,12518
58298,8819
35252,91303
90088,36962
60493,63578
32431,172
17639,36357
80576,8368
8989,65935
16823,27909
76177,42753
79278,72372
49249,82034
36303,35930
78390,58374
78765,84575
95810,42723
4219,63769
68720,47675
45396,3092
35284,77518
94243,97047
89423,94007
19706,36304
52790,15494
99377,70915
13595,34657
53407,92246
43091,62683
575,49257
78903,25680
39682,89857
92574,81085
70747,92987
11404,20525
9822,7596
17815,57514
35099,30449
66799,56555
64807,82576
16020,62515
3895,11063
33529,14397
67621,25907
98604,6494
92962,48848
62562,77761
31364,86329
45918,62205
18707,97171
2495,12572
80364,82789
75374,98496
37875,44333
33405,71377
18173,21515
38137,54461
86450,39614
16082,63071
35355,82149
35544,84328
43493,18663
37991,75514
83740,37797
39102,72656
1002,66163
92504,82534
30362,30364
7209,1602
58191,61468
70039,73776
31247,70903
80333,40056
52512,24176
56233,63116
60522,94225
1589,93241
56040,59701
49030,10718
70189,21173
95900,35345
73521,4859
25118,17826
9506,1848
16252,59920
1722,70720
31309,62415
56557,27629
41146,67732
4052,63418
90576,71598
32927,89069
63797,69107
45641,69941
11647,69562
52789,22691
97710,23792
40536,36892
17414,10410
21078,31195
98172,12137
26561,90258
28047,26130
55101,8009
71673,80796
34527,7155
19786,49466
57938,72765
25789,44859
22843,83888
90264,81389
22852,81210
36965,60045
71319,3583
46376,19770
7098,3935
16727,79155
77817,72717
99335,34881
92823,96474
55185,72760
17613,76326
7425,74768
18375,60799
67923,74784
50053,95587
19081,25568
53843,50410
39051,42326
98957,48380
68502,85633
2985,10985
45559,19484
58059,3528
7119,82180
53731,72669
55444,37805
49348,27992
27520,93198
26305,44124
35039,36808
16062,58380
50766,16002
14606,7975
57884,55446
84693,80411
45616,31762
47017,51266
18492,7127
16994,39596
50130,66176
7546,22992
86674,92677
44352,53333
85507,14335
60406,4673
52617,60498
64124,85437
93979,10212
77730,12645
90899,85209
94263,21413
59958,72741
90071,15917
69964,17831
8129,94350
51390,30560
72849,83215
6870,19491
11685,78541
78008,85961
73557,3952
34681,98746
16485,45788
1826,18709
94236,8808
49618,69459
80990,34055
81864,13674
36692,71437
65117,5646
90285,88552
12398,20052
82030,6627
26555,14713
42622,75311
18216,90953
47614,95075
44585,96946
94038,61969
67448,83488
56072,73363
78655,28533
33379,14101
8390,99173
91626,62117
34634,49103
439,86022
69727,51499
36168,89044
26460,31177
2490,47512
50807,57824
6077,13022
50851,43284
58915,45244
50488,60865
18492,43582
64394,82071
55011,85571
71237,3881
11279,98978
82174,49812
69055,58090
92532,99457
99731,5066
43411,73633
71146,31419
2783,16909
42559,20076
51039,14913
72254,56713
88606,31694
92028,17416
14115,61088
78540,68891
2673,95935
65163,27417
48644,30887
64566,96207
79705,14723
98857,12646
403,28122
82019,64484
38216,1193
28851,60463
10493,12505
41130,80805
88528,53679
6353,96792
23041,37731
4082,34962
95410,53688
65842,56334
22927,88481
35356,23333
71640,39070
50727,97143
25110,57933
